string_id,text
43042530152940653,전기 창 제작 지식이 기록되어 있는 책
4304253015295169,
43043475045745760,[QA] 프로파일링 (에르난드-페일룬 20)
43043475045745775,[QA] 프로파일링 에르난드-페일룬 속도 20
43044935334626418,광신도들의 의식이 담겨 있는 기억의 파편
43048113610425459,고급 낚싯대 제작 지식이 기록되어 있는 책
43048629006500320,골든스타 지원 중형 기계 전차 1호기
43048671956173280,골든스타 지원 중형 기계 전차 9호기
43048972603884650,요리에 필요한 재료를 얻을 수 있다.
43049144402576498,어린아이의 추억이 담겨 있는 기억의 파편
43049702748324978,델레시아 종탑의 기억을 담고 있는 디스크
43049917496689779,거대한 뼈의 흔적이 담겨 있는 기억의 파편
43050218144400493,담금질에 필요한 재료를 얻을 수 있다.
43050389943092333,담금질에 필요한 재료를 얻을 수 있다.
43050819439821933,담금질에 필요한 재료를 얻을 수 있다.
43051506634589293,담금질에 필요한 재료를 얻을 수 있다.
43051592533935213,담금질에 필요한 재료를 얻을 수 있다.
4305185023198401,
43051979080991852,버섯 바위의 흔적을 담고 있는 디스크
43052022030664812,신의 정원의 흔적을 담고 있는 디스크
43052107930010733,담금질에 필요한 재료를 얻을 수 있다.
43052365628048499,옛 채석장의 흔적을 담고 있는 기억의 파편
43052623326086258,델레시아 화가의 기억을 담고 있는 디스크
43052709225432179,설원 쉼터에 대한 기억을 담고 있는 디스크
43053181671834735,죽은나무 길의 흔적을 담고 있는 디스크
43053267571180652,옛 전쟁터의 흔적을 담고 있는 디스크
43053310520853619,피에 젖은 비석의 흔적을 담고 있는 디스크
43053353470526579,절벽의 관에 대한 기억을 담고 있는 디스크
43053482319545459,거대한 뼈 무덤의 흔적을 담고 있는 디스크
43053525269218419,거대한 뼈의 길의 흔적을 담고 있는 디스크
43053697067910258,실버브룩 폐허의 흔적을 담고 있는 디스크
43053740017583212,목조 정자의 흔적을 담고 있는 디스크
43053911816279047,구름성 오르비안 지붕 톱니조율기 스위치
43054126564643840,구름성 오르비안 톱니조율기 스위치
43054599011042419,모자 바위의 흔적을 담고 있는 기억의 파편
43054727860061296,사막 늪의 흔적을 담고 있는 기억의 파편
43054727860065281,사막약탈자 루스텐 대포 터렛 베이스
43054942608426098,흔들바위의 흔적을 담고 있는 기억의 파편
43055329155482735,밀림 유적지의 흔적을 담고 있는 디스크
43055329155486721,사막약탈자 루스텐 대포 터렛 회전부
43055372105159681,사막약탈자 루스텐 대포 터렛 발사부
43055415054828658,울음바위의 흔적을 담고 있는 기억의 파편
43055973400577135,에르난드 왕실 납품지에서 얻은 쪽지다.
43056274048291841,사막약탈자 루스텐 메인 터렛 베이스
43056316997964801,사막약탈자 루스텐 메인 터렛 회전부
43056359947637761,사막약탈자 루스텐 메인 터렛 발사부
43056531746325615,부서진 뗏목의 흔적을 담고 있는 디스크
43057820236514410,공장 장비의 사용법이 적혀 있는 책.
43059624122778735,감시자에 대한 기록이 남겨진 쪽지이다.
43061256210351218,서키스 집무실의 흔적을 담고 있는 디스크
43061642757407858,난롯가 이야기의 흔적을 담고 있는 디스크
43061943405118575,폐광촌의 흔적을 담고 있는 기억의 파편
43062845348250739,"사막, 오아시스의 기억을 담고 있는 디스크"
43063103046288498,솥단지 장인들의 흔적을 담고 있는 디스크
43064262687458415,오래된 나무의 흔적을 담고 있는 디스크
43064391536477298,아제리안 저택의 흔적을 담고 있는 디스크
43065207580263531,중립지대의 흔적을 담고 있는 디스크
43065937724703850,유황채석장을 관리하던 남자의 일지
43066109523395683,[QA] 프로파일링 (에르난드-데메니스 60)
43066324271760483,[QA] 프로파일링 (에르난드-데메니스 20)
43066367221433444,[QA] 프로파일링 (에르난드-데메니스 2.5)
43072251326628979,신비한 힘이 사라져 봉인이 풀린 서신이다.
43072380175647852,클리프에게 노화 효과를 주는 아이템.
43077963633132651,피해자의 연구실에서 발견한 문서다.
43087498460529764,[QA] 프로파일링 (데메니스-델레시아 2.5)
43087498460529779,[QA] 프로파일링 데메니스-델레시아 속도 2.5
43087541410202723,[QA] 프로파일링 (데메니스-델레시아 20)
43087541410202738,[QA] 프로파일링 데메니스-델레시아 속도 20
43087627309552640,무궁화 꽃이 피었습니다 오퍼레이터
43087970906936320,무궁화 꽃이 피었습니다 오퍼레이터
4308925939713217,
43089560044831855,금풍상회와 거래 시 사용되는 인장이다.
43091750478152817,일부 내용이 지워져 읽을 수 없는 문서다.
43092008176190574,봉인 자국이 여러 개 남아 있는 문서다.
43092094075536495,데메니스 고아원 인장이 찍힌 신청서다.
43092137025209457,글자가 번져 일부만 읽을 수 있는 편지다.
43092222924555379,귀퉁이에 약간 그을린 흔적이 남은 편지다.
43094241559188481,바리케이드 망루_이름개선필요(대포)
43105623222522880,미는 슬라이드형 조절기 인디케이터
43106138618594404,[QA] 프로파일링 (데메니스-바르니아 2.5)
43106138618594419,[QA] 프로파일링 데메니스-바르니아 속도 2.5
43106396316632163,[QA] 프로파일링 (데메니스-바르니아 20)
43106396316632178,[QA] 프로파일링 데메니스-바르니아 속도 20
43106482215978099,강력한 자성을 띤 어비스 장치의 부품이다.
43106954662380659,고급 곡괭이 제작 지식이 기록되어 있는 책
43107083511399538,델레시아 윈드로즈 농장에서 얻은 쪽지다.
43107770706166899,데메니스 왕의 산 발굴지에서 얻은 쪽지다.
43108629699626099,어비스 흔적에 관한 흰 까마귀의 서신이다.
43108801498317935,칼페이드 성 훈련장에서 얻은 쪽지이다.
43110948981965932,클리프에게 회춘 효과를 주는 아이템.
43111034881311859,기어멜트 제과 공방 등짐의 연구 일지이다.
43111636176733299,가죽 신발을 통째로 쓴 우스꽝스러운 투구.
43111807975425132,회색갈기의 형상이 새겨진 작은 목패.
43114857402205281,서릿발 알파인 아이벡스 동행의 부적
43117219634222086,마르니 골드스타 에너지 발전기 링파츠 1
43117262583895046,마르니 골드스타 에너지 발전기 링파츠 2
43117305533568006,마르니 골드스타 에너지 발전기 링파츠 3
43117348483240966,마르니 골드스타 에너지 발전기 링파츠 4
43125465971430402,마약 공장 원재료 창고 크랭크 손잡이
43134571302097925,구름성 오르비안 중층 내측 터렛 발사부
43134657201443845,구름성 오르비안 상층 터렛 발사부 서브
43153254409835520,사막약탈자 루스텐 톱니조율기 코어
43155616641848321,우르다바 고장난 풍차 프로팰러 중형
43155659591521281,우르다바 고장난 풍차 프로팰러 소형
43162316790830086,마르니 호위 비행기 전방 프로펠러_Index02
43174085001221122,거대 타이탄 왼쪽 어퍼암 갑옷 플랫폼
43174127950894082,거대 타이탄 왼쪽 포어암 갑옷 플랫폼
43174213850240002,거대 타이탄 오른쪽 어깨 갑옷 플랫폼
43174256799912965,거대 타이탄 오른쪽 어퍼암 갑옷 플랫폼
43174299749585925,거대 타이탄 오른쪽 포어암 갑옷 플랫폼
43174600397296641,고대의 틈 주상절리 퍼즐 오퍼레이터
43174643346969601,고대의 틈 주상절리 퍼즐 오퍼레이터
43174686296642561,고대의 틈 주상절리 퍼즐 오퍼레이터
43199983654016003,가니에의 오른손너클 톱니조율기 코어
43200026603688960,가니에의 왼손너클 톱니조율기 코어
43200155452707844,가니에의 오른쪽 어깨 톱니조율기 코어
43200198402380801,가니에의 왼쪽 어깨 톱니조율기 코어
43202474735047681,지정타로 돌아가는 문 타격 부 (우측)
43202517684720641,지정타로 돌아가는 문 타격 부 (좌측)
43202560634393604,지정타로 돌아가는 문 타격 부 (중앙부)
43211966612771843,어비스 기둥 높이 맞추기 : 오퍼레이터
43215832083338241,어비스 떨어지는 고정형 플랫폼 파츠
43220814245401601,도킹 어비스 배터리 / 불 과충전 상태
43220857195074561,도킹 어비스 배터리 / 불 과충전 상태
43230434972144647,전기 공격 영역 생성용 기믹(1m 박스 바닥)
43231036267566082,구름성 오르비안 방어막 베리어 코어
43243921169454081,구름성 오르비안 배리어 터렛 발사부
43243964119127044,연회장 임프보스 구속하는 감옥_오픈형
43283821415633924,도킹 어비스 배터리 / 얼음 과충전 상태
43297135814251521,지정타로 돌아가는 문 타격 부 (우측)
43297178763924481,지정타로 돌아가는 문 타격 부 (좌측)
43297221713597444,지정타로 돌아가는 문 타격 부 (중앙부)
43300357039723524,비행기 해치 톱니조율기 스위치 베이스
43311738703057924,사막약탈자 루스텐 전차 윗부분 플랫폼
43318138204328965,"야전 무기거치대 01(한손검, 한손메이스)"
43327501233034241,어비스 유적 주상절리 타워 아랫부분
43331194904908801,어비스 떨어지는 고정형 플랫폼 파츠
43381016525542400,하이퍼스페이스 탄막보스 전기 바닥
43386728832046089,거대 타이탄 오른쪽 위 포어암 갑옷 플랫폼
43386857681064966,거대 타이탄 왼쪽 위 포어암 갑옷 플랫폼
43386900630737929,거대 타이탄 왼쪽 아래 포어암 갑옷 플랫폼
018073,웰스 공작님 이야기를 하는 거 같았어.
64897600087655536,마차에 연결하기 위해 말에 입히는 마구.
76948719974484481,델레시아 불한당 및 도적캠프 스케쥴
000112,마을 사람들이? 역시! 그럴 줄 알았소!
99432143624604172,벨루아 해적선 내 보물상자 획득 완료
110740105320204813,금 광석 수급 요청 연구원 주변 스케줄
020202,여기 오면 머리가 비워지는 기분이야.
129708055288878085,"야전 무기거치대 01(한손검, 한손메이스)"
026852,무사히 전해주셨군요! 정말 고마워요.
000070,탐욕에 찌든 네놈들이 알 리가 없지.
00001,&
202455395304737295,클리프 동상 건설 클로즈 필터 스테이지
026322,내가 진짜 하얀 까마귀를 봤다니까...!
00044,
025910,가마에 불을 올릴 땐 늘 신중해야지.
000221,그 문은 절대로 열려선 안 된다는 걸.
423465,이건 제 여자친구한테도 안주는 거예요.
353064565342210611,안툼브라의 추종자 무리를 몰아냈다.
002548,자네도 안목을 키우도록 더욱 노력하게나.
013999,하루하루 그 길을 닦기 위해 정진해야지요.&
010945,이상한 가면을 쓴 고블린들을 조심하게.
031663,당분간 큰일은 없을 것 같기는 합니다.&
472524914562173451,잡화점 거리에서 얻은 쪽지 확인하기
019245,당분간은 저희가 좀 더 기다려야겠어요.
54031427318055169,
010880,그런데 아무리 뒤져도 먹을 게 없소.
000084,다음 안건으로는 회색갈기의 건입니다.
00020,&
505321,"젊은이, 조심해. 사막은 만만치 않아.&"
015719,"사막에서의 하루는 길지만, 인생은 짧다네."
406999,좋은 녀석들에게는 좋은 장비가 필요한 법!
000057,아무래도 저기서 뭔 일이 있는 것 같아요.
000271,자네가 처리한 놈들과 똑같은 놈들이
501370,빨래를 널었는데 금방 마를 것 같아.
039232,저 바다 너머엔 과연 무엇이 있을까...&
001120,오래 살 생각은 풋내기나 하는 거죠.&
000321,묘르딘... 검은곰의 우두머리 말인가?
011849,내가 어제는 팔뚝만 한 물고기를 낚았는데.&
000413,혹시 내가 처음에 했던 말을 기억하나?&
000143,저기 가보면 좋은 물건들이 많을 거요.
503079,힘을 키우는 세력은 경계해야 하는 법이야.
000025,도적놈들... 도가 지나쳐도 너무 지나쳐.
000047,그깟 상인 나부랭이들이 뭘 할 수 있겠어.&
000221,"그쯤이야, 뭐. 사소한 문제 아니겠나?"
000136,"이미 아시겠지만, 사람들도 정이 많고요.!"
015030,이렇게 쉽게 끝날 거로 생각하지 마!
008256,활 시위가 헐거워졌거든. 다시 조여야해.
042312,"늑대같이 생겼지만, 늑대는 아니에요."
013915,분명 서커스 동물들한테도 필요할 거야.
1059300468913605131,비요른룬드 캠프 주변의 적 처치하기&
000033,왔어요? 마침 좋은 소식이 들어왔어요!
014236,신께서는 이 모든 것을 지켜보고 계신다!
001094,그래서 두 눈 크게 뜨고 지켜봐야 하죠.
00143,&
015662,오래도 걸렸네요. 진작 고칠 것이지...
000012,여기를 당신 묫자리로 만들어 드리죠!
000107,도적놈들 때문에 이게 무슨 꼬라지인지...
018904,세상은 풀리지 않는 매듭투성이로구나.
1183406856056343058,비요른룬드 캠프 옆 술취한 검은곰 스케줄
022879,어서 오세요. 천천히 둘러보셔도 좋습니다.
032416,그러니 눈에 띄면 열심히 담아 놓으라고.
017420,가난한 집은 병이 더 무서운 법이죠.
049488,한판 싸움이든 잡일이든 뭐라도 해야겠어.
00067,&
038484,확실히 처음 마주치면 압도당하겠구먼.
504972,"초원, 설산 그런 게 진짜로 있는 거야?&"
000136,적들 머릿수가 많아 쉽지 않은 모양이야.
003285,"상회에 알릴 방법이 없으니, 답답하군...&"
050524,내 힘이 닿는 데까지는 뭐든 하고 싶다.
011782,무기를 들었던 손이 아직도 떨린다네.
003402,내가 기가 막힌 조리법을 발견했다네.
425526,오늘도 신의 은총이 가득한 날이 되시길.
000113,제가 준 힘들이 당신을 지켜줄 거예요.
015583,이제 저 설산에 검은곰 하나만 남았군.
006535,얀 봤어? 가뜩이나 바쁜데 어딜 간 거야?
00014,
014403,이보다 더 어울릴 말이 있을까 싶네요.&
426837,오늘도 꽤 괜찮은 하루가 되겠어. 그렇지?
014253,이런 아름다움은 오래도록 남겨야지...&
012354,그들을 기리며 조상신께 기도해야겠어.
000110,짐이 네 못된 버릇을 친히 고쳐주마.
002659,고급 생선을 써야 부드럽게 잘 쪄진답니다.&
060155,"평소처럼, 에르난드를 위해 일하면 돼..."
1656263900439513618,사건 시작 - 대도서관 수석 사서(아마리스)
030914,"의원이 그러는데, 눈은 안 나을 거래요.&"
002918,채소만 있어도 충분히 맛있는데 말이에요.&
007858,싸움에 처음 나갔을 땐 다리가 떨렸는데...&
016775,장수풍뎅이는 하늘의 길을 걸어 다닌대.
000036,누가 모아둔 산삼을 죄다 가져가 버렸어.&
032752,나라가 강해지려면 힘이 있어야 된대.&
000847,"속는 셈 치고 한번 먹어봐요, 맛있으니까."
504396,그런 성실함 덕분에 큰 공을 세우셨겠지.&
028155,그래도 언젠가는 행복해질 날이 오겠죠?
00002,&
000125,너한텐 우리 수련장을 열어줘도 되겠어.
018432,잘 미끄러지지 않는 신발이 있다는데.&
030547,확실히... 명성에 걸맞는 실력이시더군요.
060468,초행길이라면 길을 잃지 않게 조심하시오.
035496,"정신이 나간 놈들인데, 맛이라고 알겠어?"
1897115014880299574,현상수배범 시즐을 경비대에 인계했다.&
001682,모처럼 푸짐하게 먹어볼 수도 있겠어.
008509,살림살이 망가진 건 다시 만들면 되니까요.
029258,이건 색도 좋고 결도 고르네. 마음에 들어.
000135,"오, 자네...! 내가 알던 회색갈기가 맞나?"
1969027670951855841,건물 안의 도둑길드장과 대화하시오.
029142,당신도 한번 들여다보면 중독될걸요?!&
011769,오늘 일은 입 밖에 내지 않는 게 좋을 거야.
001302,서키스 후작이 늑대 언덕을 내어줬어.
2045792179779013176,경비 임무를 통해 캠프 자금을 확보했다.
013288,후... 분위기에 휩쓸려서 감정이 격해졌네.
2055854343260736014,지정사 석탑을 통해 어비스로 이동하기
021830,연회 전엔 확실히 옷 수선이 많아져.&
414196,황금이 아닌 것은 존재할 가치조차 없다!
018123,가끔 있지도 않은 왼쪽 눈이 아프더군.
050414,내가 움직여야 다른 사람도 쉴 수 있지.
409875,입맛 떨어지게 알짱거리지 말고 가세요.&
032278,"무이쿤도, 이 사막도, 우리가 이끌 것이다!"
000209,가구 하나 들여두면 두고두고 후회 없을걸?
00003,&
000189,열기구 만든 게 하루이틀도 아니고 말이야.&
020365,마녀의 힘이 담긴 물건을 찾아오셨나요?
006356,저거 저놈들을 어떻게 좀 해야 할 텐데...
2176712790234892822,칼페이드 마을에서 한 병사와 만났다.
021287,붉은색을 내려면 이 재료가 빠지면 안 돼.
000012,{Staticinfo:Knowledge:Knowledge_Nairah#나이라}!
012456,남은 자들이 그 뜻을 이어가야 할 텐데...
018851,진짜로 싸움이 끝나긴 끝났나 보군...
026119,노랫소리가 정말 예뻤는데... 또 듣고 싶어.
000156,다른 사람을 불편하게 하고 싶진 않아요.&
025820,나이 먹는다는 건 참 서러운 일이야.
235021082883522817,!
2359076457377958414,에르난드 연회 스케줄/StagePosition사용중&
000699,모든 게 밝혀지기 전까진 자네도 조심하게.&
021982,장비를 손질할 시기가 된 것 같은데...
000204,왜 다들 식물 재배에 관심이 없는 건지.
019956,기계들도 춤추고 일하는 게 즐거운가 봐!
2423321265386293609,{Staticinfo:SubLevel:AttackSpeedRate} : Lv{Param1} 증가&
013333,재료를 잘 골라서 일단 만들어 보세요.
031625,근처에 괜찮은 곳이 있었던 것 같은데...
019413,정보는 생명이야. 아는 만큼 보이거든.
00029,&
055556,반면에 장식품 가게는 불이 꺼져 있었네.
2498923599012825614,부르사다 폐성터 클로즈 필터 스테이지
000173,아무래도 둘이 따로 움직이는 것 같아.
019133,경호가 필요한 일이 있으면 꼭 불러줘.
010740,사람 낚는 어부에 대해서 알고 있나?
2574414950684428006,피리를 불어 쥐 떼를 밖으로 유인하시오.
003312,이번 상회장님은 계산이 아주 꼼꼼해.
2580906536054295050,그레이록 나루터 늑대추적자 지원군
005226,황금색 투구라고? 팔면 얼마나 나오려나.
000114,어디서 도적이 튀어나올지 모르니까요.
263445313887404289,&
019625,위기는 기회지. 한몫 크게 벌 수 있겠어.
084680,길바닥에서 굶어 죽게 생겼습니다…
00001,&
000076,사람들이 점점 이상해져 가는 것 같아요.&
000094,뭐라는 거야! 내가 언제 구라를 쳤다고!
020318,연주를 듣고 있으면 마음이 편안해지거든.
008548,요즘 살림이 빠듯해도 마음만은 보태야지.
021484,대장님이 방법을 찾고 있어! 다들 버텨!
000025,"저기, 저기! 인간들이 사는 마을도 보여!+"
023363,한주먹거리도 안 되는 게 까불고 있어.
000047,"좋아, 크기도 딱 적당하고 가벼워 보이네."
005972,엄마 품은 너무너무 따뜻해서 좋아요!
000056,"물고기든 보물이든, 줄을 던져봐야 알지.&"
022927,마르니님이 멍멍이 기계도 만들어주신대!
407032,말을 쉬게 해주려면 이쪽으로 오시오.&
021656,"사람이 많아서 복잡하지만, 나쁘지 않아.&"
2864239386768181788,할시우스 치유소로 가는 다리를 건설하자.
2864239386768181811,할시우스 치유소의 다리를 건설했다.
2865340272785491688,저택 어딘가에 있는 아티팩트를 찾으시오.&
000018,여기에도 빨리 기술을 도입해야 할 텐데...
000047,돈으로 살 수 없는 가치를 얻으실 겁니다.
022023,처음 오셨나요? 재밌게 즐기고 가세요.
000305,그 벌레 같은 생명력과 옛정을 생각해서
000151,넌 여자가 마을로 가기 전에 잡아 와.
000202,선의의 손길이 드디어 제게 닿았군요.
2966847916406222251,이동 시작 시 빠르게 출발할 수 있다.
2966847916406222381,이동 시작 시 빠르게 출발할 수 있다.
2966847916406222391,이동 시작 시 빠르게 출발할 수 있다.&
016941,"제가 이기면, 한 턱 크게 쏘겠습니다!"
304866296317608193,
033390,이렇게 향긋한 산마늘을 모른다니...
033699,우리들은 기본적으로 많은 말을 하지 않지.
020230,혹시 자네가 직접 전해줄 수 있겠나?
000246,"그 아이처럼, 너도 교육이 필요하겠구나!"
000021,"내게 다 생각이 있으니, 진정들 하게.&"
013868,화살을 한 번에 어떻게 그렇게 쏠 수 있지?&
017518,우리가 아무리 노력해도 현실만큼 웃길까!
3187594933179517466,길가에서 한 여성이 도움을 청하고 있다.
3196988928599010733,리드데빌과의 전투에서 승리하여 획득
3196988928599010863,리드데빌과의 전투에서 승리하여 획득
3196988928599010873,리드데빌과의 전투에서 승리하여 획득
028334,이러지 말게나. 내 조금 떼어 줄 테니...&
3226944865199720988,전쟁이 일어날까 걱정하는 사람을 만났다.
023599,마을의 복구를 돕기 위해 물자를 가져왔지.
023968,그만큼 백작님께서 인망이 있다는 뜻이지!
041236,저렇게 작은 몸으로 찬 바람을 견디다니.&
028898,나 회색갈기님한테 술도 드려본 사람이야!
000093,그... 그런 곳은 들어본 적도 없습니다.
00053,
019386,그 자가 있으니 놈들이 기세등등한 거지.
3423859881541634571,깊은숲 봉화대 빛나는 화살촉 지원군
007956,거리에 가득한 향신료 냄새가 참 좋아요.
000122,보아하니 갓 첫발을 내디딘 모양이군.
000031,덕분에 발전소가 돌아가기 시작했어.
000402,마지막으로 트렌튼은 무슨 말을 했지?
004708,이번엔 초록빛 나는 광석을 찾아봐야겠어.
000282,도둑질도 머리가 나쁘면 못 한다니까.
426639,당신을 만나니까 나도 모르게 웃게 되네요.
012953,허구한 날 달려대니 원. 먼지 날리게...
000526,놀랄 목숨이 붙어있는 놈도 얼마 없겠지.&
